MCC/MNC,Ext.,Name,username,password,Number,APN,Auth Mode,DNS1,DNS2
45609,,Beeline Cambodia,,,*99#,gprs.beeline.com.kh,2,,
45608,,Metfone,,,*99#,metfone,2,,
45606,,Smart,,,*99#,smart,2,,
45604,,QB,,,*99#,WAP,2,,
45602,,Hello,,,*99#,hellowww,2,,
45601,,Mobitel Postpaid,,,*99#,cellcard,2,,
45601,,Mobitel Prepaid,,,*99#,cellcard,2,,
45504,,CTM Mobile BB – time base,,,*99#,ctm-mobile.t,2,,
45504,,CTM Mobile BB – volume base,,,*99#,ctm-mobile,2,,
45501,,CTM Mobile BB – time base,,,*99#,ctm-mobile.t,2,,
45501,,CTM Mobile BB – volume base,,,*99#,ctm-mobile,2,,
45500,,Smartone MAC,,,*99#,smartweb,2,,
45419,,PCCW 3G,,,*99#,pccw,2,,
45418,,4G LTE,,,*99#,lte.internet,2,,
45418,,4G LTE Public,,,*99#,lte.public,2,,
45416,,PCCW 2G,,,*99#,pccw,2,,
45412,,CMHK,,,*99#,CMHK,2,,
45410,,4G LTE,,,*99#,lte.internet,2,,
45410,,4G LTE Public,,,*99#,lte.public,2,,
45407,,UNICOM HK,,,*99#,3gnet,0,,
45406,,Smartone,,,*99#,Internet,2,,
45404,,3(2G),,,*99#,web-g.three.com.hk,2,,
45403,,3,,,*99#,ipc.three.com.hk,2,,
45403,,3 LTE,,,*99#,ipc.lte.three.com.hk,2,,
45403,,3 share,,,*99#,share.lte.three.com.hk,2,,
45402,,4G LTE,,,*99#,lte.internet,2,,
45402,,4G LTE Public,,,*99#,lte.public,2,,
45400,,4G LTE,,,*99#,lte.internet,2,,
45400,,4G LTE Public,,,*99#,lte.public,2,,
45400,,CSL,,,*99#,hkcsl,2,,
45207,,Gmobile,,,*99#,internet,2,,
45205,,Vietnamobile,,,*99#,internet,2,,
45204,,Viettel,,,*99#,e-connect,2,,
45202,,VinaPhone,mms,mms,*99#,m3-card,1,,
45201,,Mobifone,mms,mms,*99#,m-wap,2,,
44010,,Spmode,,,,spmode.ne.jp,0,,
44010,,Mopera U,,,,Mopera.net,0,,
44010,,Mopera U setting,,,,0120.mopera.net,0,,
44000,,rtc.data,em,em,*99***1#,rtc.data,1,,
44000,,rtc.data_LTE,em,em,*99***1#,em.std,1,,
44000,,emb.ne.jp,em,em,*99***1#,emb.ne.jp,1,,
44000,,emb.ne.jp_LTE,em,em,*99***1#,em.std,1,,
44000,,プロトコル制限あり（B）,em,em,*99***1#,emb2.ne.jp,1,,
44000,,プロトコル制限あり（B）_LTE,em,em,*99***1#,em.std,1,,
44000,,プロトコル制限なし,em,em,*99***1#,emb.ne.jp,1,,
44000,,プロトコル制限なし_LTE,em,em,*99***1#,em.std,1,,
44000,,My EMOBILE,em,em,*99***1#,myemobile,1,,
44000,,My EMOBILE_LTE,em,em,*99***1#,em.std,1,,
44000,,EMチャージ,em,em,*99***1#,rtc.data,1,,
44000,,EMチャージ_LTE,em,em,*99***1#,em.std,1,,
43604,,Somoncom GPRS,,,*99#,Somon.com,2,,
43603,,Tcell,,,*99#,tcell,0,,
43603,,Time,,,*99#,time,0,,
43602,,Tcell,,,*99#,tcell,2,,
43602,,Tcell Time,,,*99#,time,2,,
43601,,Tcell,,,*99#,tcell,0,,
43601,,Time,,,*99#,time,0,,
43407,,MTS Connect,,,*99#,internet,2,,
43235,,Irancell-GPRS,,,*99#,mtnirancell,2,,
43211,,MCI-GPRS,,,*99#,mcinet,2,,
42903,,ntcdma,ntcdma,ntcdma,#777,ntcdma,0,,
42902,,ncell,,,*99#,web,0,,
42901,,ntc,,,*99#,ntnet,0,,
42900,,utl,phonenumber@utlnepal.com.np,phonenumber@utlnepal.com.np,#777,utl,0,,
42889,,Skytel,,,*99#,style,2,,
42888,,Skytel,,,*99#,style,2,,
42702,,Vodafone Qatar,,,*99#,web.vodafone.com.qa,2,,
42701,,Ooredoo data,,,*99#,data,1,,
42701,,Qtel Mobile Broadband,,,*99#,web.qtel,2,,
42701,,Qtel Pre-paid Mobile Broadband,,,*99#,gprs.qtel,2,,
42604,,VIVA Internet BH,,,*99#,viva.bh,2,,
42602,,Zain Internet,internet,internet,*99#,internet,2,,
42601,,Batelco internet,,,*99#,internet.batelco.com,2,,
42515,,Home Cellular,,,*99#,hcninternet,1,,
42508,,Golan Telecom,,,*99#,internet.golantelecom.net.il,1,,
42507,,HOT Mobile,,,*99#,dun.hotm,1,,
42503,,Pelephone,pcl,pcl@3g,*99#,internet.pelephone.net.il,1,,
42503,,Rami Levi,rl@3g,rl,*99#,nternet.rl,1,,
42502,,Cellcom,,,*99#,internetg,1,,
42501,,Orange 4G,,,*99#,uwap.orange.co.il,1,,
42501,,012 Mobile,,,*99#,uwap.orange.co.il,1,,
42403,,du internet,,,*99#,du,2,,
42402,,etisalat,,,*99#,etisalat.ae,2,,
42401,,etisalat p,,,*99#,etisalat.ae,2,,
42203,,nawras,,,*99#,isp.nawras.com.om,2,,
42202,,Oman Mobile,taif,taif,*99#,taif,2,,
42202,,halafoni,,,*99#,friendi,2,,
42202,,FRiENDi mobile,,,*99#,friendi-gprs,2,,
42103,,Yemen Mobile 3G,ymobile,ymobile,#777,,0,,
42101,,SabaNet,,,*99#,sabanet,1,,
42101,,SabaFon Internet,,,*99#,internet,1,,
42004,,Zain Internet,,,*99#,zain,2,,
42003,,Mobily Prepaid plan,,,*99#,web2,2,,
42003,,Mobily Postpaid plan,,,*99#,web1,2,,
42001,,STC Internet,,,*99#,jawalnet.com.sa,2,,
41904,,VIVA Internet KW,,,*99#,viva,2,,
41903,,Ooredoo Internet,,,*99#,action.ooredoo.com,2,,
41902,,Zain KW MI,,,*99#,pps,2,,
41840,,INTERNET,,,*99#,internet.korek.com,2,,
41840,,NTE,korek,korek,*99#,net.korek.com,2,,
41830,,Zain IQ internet,,,*99#,EGO,2,,
41820,,Zain IQ Internet,,,*99#,EGO,2,,
41805,,Asiacell,,,*99#,asiacell.net.com,2,,
41702,,MTN Speed,,,*99#,internet,1,,
41701,,Syriatel,,,*99#,net.syriatel.com,2,,
41677,,Orange JO,,,*99#,net.orange.jo,0,,
41603,,Umniah,,,*99#,umniah,0,,
41601,,Zain Jo,,,*99#,zain,0,,
41503,,Touch,,,*99#,touch,0,,
41501,,Alfa,mic1,mic1,*99#,internet.mic1.com.lb,0,,
41401,,mptnet,,,*99#,mptnet,2,,
41308,,Hutch 3g,,,*99#,hutch3g,0,,
41305,,Airtel Live,,,*99#,Airtellive,0,,
41303,,Etisalat Internet,,,*99#,EBB,0,,
41302,,Dialog Broadband,,,*99#,dialogbb,0,,
41302,,Dialog Prepaid Mobile Broadband,,,*99#,ppwap,0,,
41302,,Dialog Internet,,,*99#,www.dialogsl.com,0,,
41301,,Mobitel,,,*99#,mobitel3g,0,,
41250,,Etisalat,,,*99#,Etisalat.af.web,2,,
41240,,MTN 3G,,,*99#,Broadband.mtn.com.af,2,,
41240,,MTN 2G,,,*99#,internet.mtn.com.af,2,,
41220,,Roshan,GPRS,Roshan,*99#,internet,2,,
41201,,AWCC,,,*99#,Internet,2,,
41007,,Warid Internet,,,*99#,warid,2,,
41006,,Telenor,Telenor,Telenor,*99#,internet,2,,
41004,,Internet,,,*99#,zonginternet,2,,
41003,,Ufone Internet P,,,*99#,ufone.pinternet,2,,
41003,,Ufone Internet,,,*99#,ufone.internet,2,,
41001,,Jazz Connect,,,*99#,jazzconnect.mobilinkworld.com,1,,
41001,,Mobilink Connect,,,*99#,connect.mobilinkworld.com,1,,
40570,,Idea Internet,,,*99#,internet,2,,
40567,,Vodafone Connect,,,*99#,www,2,,
40566,,Vodafone Connect,,,*99#,www,2,,
40556,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40555,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40554,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40553,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40552,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40551,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40523,,Reliance NetConnect,,,*99#,rcomnet,2,,
40523,,RTL GSM Net,,,*99#,smartnet,2,,
40522,,Reliance NetConnect,,,*99#,rcomnet,2,,
40522,,RTL GSM Net,,,*99#,smartnet,2,,
40521,,Reliance NetConnect,,,*99#,rcomnet,2,,
40521,,RTL GSM Net,,,*99#,smartnet,2,,
40520,,Reliance NetConnect,,,*99#,rcomnet,2,,
40520,,RTL GSM Net,,,*99#,smartnet,2,,
40519,,Reliance NetConnect,,,*99#,rcomnet,2,,
40519,,RTL GSM Net,,,*99#,smartnet,2,,
40518,,Reliance NetConnect,,,*99#,rcomnet,2,,
40518,,RTL GSM Net,,,*99#,smartnet,2,,
40517,,Reliance NetConnect,,,*99#,rcomnet,2,,
40517,,RTL GSM Net,,,*99#,smartnet,2,,
40515,,Reliance NetConnect,,,*99#,rcomnet,2,,
40515,,RTL GSM Net,,,*99#,smartnet,2,,
40514,,Reliance NetConnect,,,*99#,rcomnet,2,,
40514,,RTL GSM Net,,,*99#,smartnet,2,,
40513,,Reliance NetConnect,,,*99#,rcomnet,2,,
40513,,RTL GSM Net,,,*99#,smartnet,2,,
40512,,Reliance NetConnect,,,*99#,rcomnet,2,,
40512,,RTL GSM Net,,,*99#,smartnet,2,,
40511,,Reliance NetConnect,,,*99#,rcomnet,2,,
40511,,RTL GSM Net,,,*99#,smartnet,2,,
40510,,Reliance NetConnect,,,*99#,rcomnet,2,,
40510,,RTL GSM Net,,,*99#,smartnet,2,,
40509,,Reliance NetConnect,,,*99#,rcomnet,2,,
40509,,RTL GSM Net,,,*99#,smartnet,2,,
40508,,Reliance NetConnect,,,*99#,rcomnet,2,,
40508,,RTL GSM Net,,,*99#,smartnet,2,,
40507,,Reliance NetConnect,,,*99#,rcomnet,2,,
40507,,RTL GSM Net,,,*99#,smartnet,2,,
40506,,Reliance NetConnect,,,*99#,rcomnet,2,,
40506,,RTL GSM Net,,,*99#,smartnet,2,,
40505,,Reliance NetConnect,,,*99#,rcomnet,2,,
40505,,RTL GSM Net,,,*99#,smartnet,2,,
40504,,Reliance NetConnect,,,*99#,rcomnet,2,,
40504,,RTL GSM Net,,,*99#,smartnet,2,,
40503,,Reliance NetConnect,,,*99#,rcomnet,2,,
40503,,RTL GSM Net,,,*99#,smartnet,2,,
40501,,Reliance NetConnect,,,*99#,rcomnet,2,,
40501,,RTL GSM Net,,,*99#,smartnet,2,,
40498,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40497,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40496,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40495,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40494,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40493,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40492,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40491,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40491,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40491,,Aircel Online,,,*99#,aircelgprs,2,,
40490,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40489,,Idea Internet,,,*99#,internet,2,,
40488,,Vodafone Connect,,,*99#,www,2,,
40487,,Idea Internet,,,*99#,internet,2,,
40486,,Vodafone Connect,,,*99#,www,2,,
40485,,RTL GSM Net,,,*99#,smartnet,2,,
40485,,Reliance NetConnect,,,*99#,rcomnet,2,,
40484,,Vodafone Connect,,,*99#,www,2,,
40483,,RTL GSM Net,,,*99#,smartnet,2,,
40483,,Reliance NetConnect,,,*99#,rcomnet,2,,
40482,,Idea Internet,,,*99#,internet,2,,
40481,,BSNL NET,,,*99#,bsnlnet,2,,
40480,,BSNL NET,,,*99#,bsnlnet,2,,
40479,,BSNL NET,,,*99#,bsnlnet,2,,
40478,,Idea Internet,,,*99#,internet,2,,
40477,,BSNL NET,,,*99#,bsnlnet,2,,
40476,,BSNL NET,,,*99#,bsnlnet,2,,
40475,,BSNL NET,,,*99#,bsnlnet,2,,
40474,,BSNL NET,,,*99#,bsnlnet,2,,
40473,,BSNL NET,,,*99#,bsnlnet,2,,
40472,,BSNL NET,,,*99#,bsnlnet,2,,
40471,,BSNL NET,,,*99#,bsnlnet,2,,
40470,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40469,,MTNL Mumbai,mtnl,mtnl123,*99#,gprsmtnlmum,2,,
40469,,MTNL Mumbai Prepaid,mtnl,mtnl123,*99#,gprsppsmum,2,,
40469,,MTNL 3G,mtnl,mtnl123,*99#,mtnl3g,2,,
40469,,MTNL 3G Prepaid,mtnl,mtnl123,*99#,pps3g,2,,
40468,,MTNL Delhi,mtnl,mtnl123,*99#,gprsmtnldel,2,,
40468,,MTNL Delhi Prepaid,mtnl,mtnl123,*99#,gprsppsdel,2,,
40468,,MTNL 3G,mtnl,mtnl123,*99#,mtnl3g,2,,
40468,,MTNL 3G Prepaid,mtnl,mtnl123,*99#,pps3g,2,,
40467,,RTL GSM Net,,,*99#,smartnet,2,,
40467,,Reliance NetConnect,,,*99#,rcomnet,2,,
40466,,BSNL NET,,,*99#,bsnlnet,2,,
40464,,BSNL NET,,,*99#,bsnlnet,2,,
40462,,BSNL NET,,,*99#,bsnlnet,2,,
40460,,Vodafone Connect,,,*99#,www,2,,
40459,,BSNL NET,,,*99#,bsnlnet,2,,
40458,,BSNL NET,,,*99#,bsnlnet,2,,
40457,,BSNL NET,,,*99#,bsnlnet,2,,
40456,,Idea Internet,,,*99#,internet,2,,
40455,,BSNL NET,,,*99#,bsnlnet,2,,
40454,,BSNL NET,,,*99#,bsnlnet,2,,
40453,,BSNL NET,,,*99#,bsnlnet,2,,
40452,,RTL GSM Net,,,*99#,smartnet,2,,
40452,,Reliance NetConnect,,,*99#,rcomnet,2,,
40451,,BSNL NET,,,*99#,bsnlnet,2,,
40450,,RTL GSM Net,,,*99#,smartnet,2,,
40450,,Reliance NetConnect,,,*99#,rcomnet,2,,
40449,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40446,,Vodafone Connect,,,*99#,www,2,,
40445,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40444,,Idea Internet,,,*99#,internet,2,,
40443,,Vodafone Connect,,,*99#,www,2,,
40442,,Aircel Online TN Postpaid,,,*99#,aircelgprs.po,2,,
40442,,Aircel Online TN Prepaid,,,*99#,aircelgprs.pr,2,,
40442,,Aircel Online,,,*99#,aircelgprs,2,,
40441,,Aircel Online TN Postpaid,,,*99#,aircelgprs.po,2,,
40441,,Aircel Online TN Prepaid,,,*99#,aircelgprs.pr,2,,
40441,,Aircel Online,,,*99#,aircelgprs,2,,
40440,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40438,,BSNL NET,,,*99#,bsnlnet,2,,
40437,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40437,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40437,,Aircel Online,,,*99#,aircelgprs,2,,
40436,,RTL GSM Net,,,*99#,smartnet,2,,
40436,,Reliance NetConnect,,,*99#,rcomnet,2,,
40435,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40435,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40435,,Aircel Online,,,*99#,aircelgprs,2,,
40434,,BSNL NET,,,*99#,bsnlnet,2,,
40433,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40433,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40433,,Aircel Online,,,*99#,aircelgprs,2,,
40431,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40430,,Vodafone Connect,,,*99#,www,2,,
40429,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40429,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40429,,Aircel Online,,,*99#,aircelgprs,2,,
40428,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40428,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40428,,Aircel Online,,,*99#,aircelgprs,2,,
40427,,Vodafone Connect,,,*99#,www,2,,
40425,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40425,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40425,,Aircel Online,,,*99#,aircelgprs,2,,
40424,,Idea Internet,,,*99#,internet,2,,
40422,,Idea Internet,,,*99#,internet,2,,
40421,,Loop Internet,,,*99#,www,1,,
40420,,Vodafone Connect,,,*99#,www,2,,
40419,,Idea Internet,,,*99#,internet,2,,
40418,,RTL GSM Net,,,*99#,smartnet,2,,
40418,,Reliance NetConnect,,,*99#,rcomnet,2,,
40417,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40417,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40417,,Aircel Online,,,*99#,aircelgprs,2,,
40416,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40415,,Vodafone Connect,,,*99#,www,2,,
40414,,Idea Internet,,,*99#,internet,2,,
40413,,Vodafone Connect,,,*99#,www,2,,
40412,,Idea Internet,,,*99#,internet,2,,
40411,,Vodafone Connect,,,*99#,www,2,,
40410,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40409,,RTL GSM Net,,,*99#,smartnet,2,,
40409,,Reliance NetConnect,,,*99#,rcomnet,2,,
40407,,Idea Internet,,,*99#,internet,2,,
40405,,Vodafone Connect,,,*99#,www,2,,
40404,,Idea Internet,,,*99#,internet,2,,
40403,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40402,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40401,,Vodafone Connect,,,*99#,www,2,,
40177,,Beeline,,,*99#,internet.beeline.kg,2,,
40101,,Tele2 Internet,,,*99#,internet.tele2.kz,0,,
40001,,Azercell,,,*99#,internet,0,,
40002,,Bakcell,,,*99#,internet.bakcell.com,0,,
40004,,Nar,Nar,Nar,*99#,Nar,0,,
37635,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
37413,,DIGICEL INTERNET,,,*99#,web,0,,
37412,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
37201,,DIGICEL,,,*99#,web,0,,
37002,,Internet Móvil Claro,,,*99#,ba.amx,0,,
37001,,Orange Net,orange,orange,*99#,orangenet.com.do,0,,
36611,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
36584,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
36439,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
36269,,DIGICEL INTERNET,,,*99#,web,0,,
35811,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
35611,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
35486,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
35230,,Digicelbermuda,,,*99***1#,web.digicelbermuda.com,1,,
35211,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
34877,,DIGICEL INTERNET,,,*99#,web,0,,
34817,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
34614,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
34492,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
34020,,DIGICEL INTERNET,,,*99#,web,0,,
33818,,Lime Prepaid Internet,,,*99#,ppinternet,0,,
33805,,DIGICEL,,,*99#,web,0,,
33403,,Internet PA,movistarpa,movistarpa,*99#,internet.movistar.pa,2,,
29703,,mtelinternet,internet,068,*99#,mtelinternet,2,,
29702,,Telekom Internet,38267,38267,*99#,tmcg-data,1,,
29702,,Telekom Internet 4G,38267,38267,*99#,tmcg-4g,1,,
29701,,Telenor INTERNET MNE,gprs,gprs,*99#,internet,0,,
29701,,Flat internet,,,*99#,flat,0,,
29403,,VIP Internet,vipoperator,vipoperator,*99#,vipoperator,2,,
29402,,ONE Internet,,,*99#,internet,0,,
29401,,TM MK Internet,internet,t-mobile,*99#,internet,1,,
29370,,tusmobil internet,tusmobil,internet,*99#,internet.tusmobil.si,2,,
29364,,T-2,,,*99#,internet.t-2.net,2,,
29341,,Mobilni Internet,mobitel,internet,*99#,internet,2,,
29340,,Si.mobil,simobil,internet,*99#,internet.simobil.si,2,,
29001,,TELE Greenland,,,*99#,internet,2,,
28603,,Avea Internet,,,*99#,internet,2,,
28602,,Vodafone Internet,vodafone,vodafone,*99#,internet,0,,
28601,,Turkcell 3G,,,*99#,mgb,2,,
28601,,Turkcell Internet,,,*99#,Internet,2,,
28601,,Turkcell 3G Statik IP,,,*99#,mgbs,2,,
28413,,MAX 4G LTE,,,*99#,apn.maxtelecom.bg,0,,
28405,,GLOBUL WAP GPRS,globul,,*99#,globul,0,,
28403,,Internet Browsing,vivacom,vivacom,*99#,internet.vivacom.bg,0,,
28401,,Mtel Internet GPRS,,,*99#,inet-gprs.mtel.bg,0,,
28310,,Internet,,,*99#,internet.orange,0,,
28305,,MTS-Internet,,,*99#,connect.vivacell.am,2,,
28301,,Internet,,,*99#,Internet.beeline.am,0,,
28201,,Azercell,,,*99#,internet,2,,
28020,,PrimeTel,,,*99#,ip.primetel,0,,
28010,,CallSat,,,*99#,internet,0,,
28010,,MTN Mobile Broadband,,,*99#,internet,0,,
28001,,Cyta,,,*99#,cytamobile,0,,
28001,,Geocell Connect,,,*99#,Internet,2,,
27877,,melitaXL,,,*99#,web.melita,2,,
27877,,melitaweb,,,*99#,web.melita,1,,
27821,,gosurfing,,,*99#,gosurfing,0,,
27801,,Internet,internet,internet,*99#,internet,1,,
27411,,NOVA INTERNET,,,*99#,internet.nova.is,2,,
27402,,Vodafone Internet,,,*99#,gprs.is,0,,
27401,,Siminn internet,,,*99#,internet,0,,
27211,,Tesco Mobile,,,*99#,tescomobile.liffeytelecom.com,1,,
27205,,nbs.ie,,,*99#,nbs.ie,2,,
27203,,Broadband to go,,,*99#,broadband.mymeteor.ie,2,,
27202,,O2 Broadband,,,*99#,open.internet,2,,
27201,,Vodafone IE PAYG,vodafone,vodafone,*99#,hs.vodafone.ie,0,,
27201,,Vodafone IE,vodafone,vodafone,*99#,hs.vodafone.ie,0,,
27099,,Orange Luxembourg,,,*99#,orange.lu,0,,
27077,,Tele2Tango HSPA,tango,tango,*99#,hspa,2,,
27001,,LUXGSM,,,*99#,web.pt.lu,0,,
26806,,internet,,,*99#,internet,2,,
26803,,Kanguru,,,*99#,,2,,
26801,,Vodafone Internet,vodafone,vodafone,*99#,internet.vodafone.pt,2,,
26207,,o2 Internet,,,*99#,internet,1,,
26203,,E-Plus Internet,eplus,internet,*99#,internet.eplus.de,1,,
26203,,E-Plus Tages-Flatrate,eplus,internet,*99#,tagesflat.eplus.de,1,,
26202,,Vodafone D2 Web,,,*99#,web.vodafone.de,2,,
26202,,Vodafone D2 Websessions,,,*99#,event.vodafone.de,2,,
26202,,o.tel.o,,,*99#,event.otelo.de,2,,
26201,,Internet,,,*99#,pinternet.interkom.de,1,,
26201,,T-Mobile Internet,t-mobile,tm,*99#,internet.t-mobile,1,,
26012,,Cyfrowy Polsat,,,*99#,internet.cp,2,,
26006,,PLAY,,,*99#,internet,2,,
26003,,Orange PL,internet,internet,*99#,internet,2,,
26002,,T-Mobile,,,*99#,internet,2,,
26001,,Plus,,,*99#,internet,1,,
25905,,Unite postpaid,,,*99#,internet3g.unite.md,0,,
25905,,Unite postpaid_LTE,,,*99#,4g.unite.md,0,,
25905,,Unite prepay,,,*99#,internet.unite.md,0,,
25905,,Unite prepay_LTE,,,*99#,4g.unite.md,0,,
25902,,Moldcell 3G,,,*99#,internet,2,,
25901,,Orange Internet,,,*99#,internet,1,,
25704,,life internet,,,*99#,internet.life.com.by,0,,
25702,,mts,mts,mts,*99#,mts,2,,
25701,,WEB 2.5/WEB 4.5/Non Stop 7.5,,,*99#,vmi.velcom.by,1,,
25701,,Sviaz bez Obiazatelstv (prepaid),,,*99#,wap.privet.by,1,,
25506,,life,,,*99#,Internet,2,,
25503,,Internet Prepaid,,,*99#,www.ab.kyivstar.net,2,,
25503,,Internet Djuice,,,*99#,www.djuice.com.ua,2,,
25503,,Internet XL,,,*99#,xl.kyivstar.net,2,,
25503,,Internet 3G,,,*99#,3g.kyivstar.net,2,,
25503,,Internet Contract,,,*99#,www.kyivstar.net,2,,
25501,,HyperActive,,,*99#,active,2,,
25501,,Hyper.NET,,,*99#,hyper.net,2,,
25501,,Mobile GPRS Internet,,,*99#,www.umc.ua,2,,
25001,,MTS,mts,mts,*99#,internet.mts.ru,2,,
25099,,Beeline home,beeline,beeline,*99#,home.beeline.ru,2,,
25099,,Beeline internet,beeline,beeline,*99#,internet.beeline.ru,2,,
25002,,MegaFon,,,*99#,internet,2,,
25020,,Tele2 RU,,,*99#,internet.tele2.ru,0,,
25020,,Rostelecom,,,*99#,internet.rtk.ru,0,,
25011,,YOTA 1,,,*99#,internet.yota,0,,
25011,,YOTA 2,,,*99#,home.yota,0,,
25011,,YOTA 3,,,*99#,yota.ru,0,,
25027,,Letai/Tattelecom,,,*99#,internet.letai.ru,0,,
25007,,Letai/Tattelecom,,,*99#,internet.letai.ru,0,,
25039,,Rostelecom,,,*99#,internet.rt.ru,0,,
24803,,Tele2 Eesti LTE,,,*99#,4g.tele2.ee,0,,
24803,,Tele2 Eesti Internet,,,*99#,mobileinternet.tele2.ee,0,,
24803,,Tele2 Eesti Prepaid,,,*99#,data.tele2.ee,0,,
24802,,elisa EE internet,,,*99#,internet,0,,
24801,,EMT Internet,,,*99#,internet.emt.ee,0,,
24705,,Bite LV_ITE,,,*99#,internet.lmt.lv,0,,
24705,,Bite LV,,,*99#,internet,0,,
24702,,Tele2 Latvia,wap,wap,*99#,mobileinternet.tele2.lv,0,,
24702,,Zelta Zivtina,wap,wap,*99#,data.tele2.lv,0,,
24701,,LMT Internet,,,*99#,internet.lmt.lv,0,,
24603,,Tele2 Internetas 1,wap,wap,*99#,mobileinternet.tele2.lt,0,,
24603,,Tele2 Internetas 2,wap,wap,*99#,data.tele2.lt,0,,
24602,,Bite LT,,,*99#,internet,0,,
24601,,Omnitel,omni,omni,*99#,omnitel,0,,
24491,,Sonera,,,*99#,internet,2,,
24421,,Saunalahti,,,*99#,internet.saunalahti,2,,
24412,,DNA,,,*99#,data.dna.fi,2,,
24405,,Elisa,,,*99#,internet,2,,
24209,,Com4,,,*99#,com4,2,,
24205,,Network Norway,,,*99#,internet,2,,
24202,,NetCom,,,*99#,internet.netcom.no,2,,
24202,,Chess internet,chess,chess,*99#,netcom,2,,
24201,,Ventelo Internett,,,*99#,internet.ventelo.no,2,,
24201,,Telenor,,,*99#,telenor.mbb,2,,
24008,,Telenor Mobilsurf,,,*99#,internet.telenor.se,2,,
24007,,Tele2 Norge,,,*99#,4g.mobileinternet.tele2.no,2,,
24007,060,Tele2 4G,,,*99#,4g.tele2.se,0,,
24007,,Tele2,,,*99#,internet,0,,
24007,,Tele2 Surf,,,*99#,mobileinternet.tele2.se,2,,
24002,,Hi3G Danmark,,,*99#,bredband.tre.dk,2,,
24002,,3 SE,,,*99#,bredband.tre.se,2,,
24001,,Telia Surfport,,,*99#,online.telia.se,2,,
23820,096,Simmin DK,,,*99#,websp,2,,
23820,094,Call Me,,,*99#,websp,2,,
23820,093,DLG Tele Telia,,,*99#,websp,2,,
23820,,TELIA DK,,,*99#,www.internet.mtelia.dk,2,,
23820,,VPN ERHVERV,,,*99#,PUALL.MTELIA.DK,2,,
23820,,nclub,,,*99#,websp,2,,
23806,009,Oister DK,,,*99#,bredband.oister.dk,2,,
23806,,3 DK,,,*99#,bredband.tre.dk,2,,
23802,280,BiBoB,,,*99#,internet,2,,
23802,227,CBB,,,*99#,internet,2,,
23802,225,CBB,,,*99#,internet,2,,
23802,,Telenor DK,,,*99#,internet,2,,
23801,720,TDC SE,,,*99#,internet.se,2,,
